obs_date,mars_equities_portfolio,mars_bonds_portfolio,mars_commodities_portfolio,mars_inflation_portfolio
12/31/1973,0.01118744,-0.017269768,0.099037243,0.009719394
1/31/1974,-0.003995217,-0.008150333,-0.010916531,0.010353853
2/28/1974,-0.053386565,-0.023305034,-0.128674255,-0.011801117
3/31/1974,-0.025830749,-0.010733435,0.003592415,0.008234734
4/30/1974,-0.041966291,0.009233268,-0.077443769,-0.010597206
5/31/1974,-0.033161049,-0.018478808,0.110654036,0.012823357
6/30/1974,-0.059960901,-0.008126651,0.206624849,0.010749422
7/31/1974,-0.095565657,-0.013402555,-0.057644305,-0.017576456
8/31/1974,-0.107225159,0.010800138,0.106816446,0.008985794
9/30/1974,0.092413135,0.000227985,0.07997814,-0.00242652
10/31/1974,-0.027784831,0.010355211,0.013035184,-0.012873788
11/30/1974,-0.029428644,0.008979675,-0.092789523,-0.00807729
12/31/1974,0.121849498,0.012376369,-0.175719621,-0.007743898
1/31/1975,0.06878789,0.005243042,-0.114370944,0.00264251
2/28/1975,0.002109727,-0.014139064,0.076308651,0.008644728
3/31/1975,0.042884875,-0.013033059,-0.052006388,0.003919205
4/30/1975,0.019851226,0.017414241,-0.019602691,-0.001706027
5/31/1975,0.017534783,0.006954823,0.011873856,-0.008139519
6/30/1975,-0.044107057,-0.00480457,0.070073369,0.013817901
7/31/1975,-0.015221465,-0.001322897,0.086517009,0.005341184
8/31/1975,-0.036795073,-0.009359742,0.005612268,0.007428892
9/30/1975,0.056543734,0.023804547,-0.089151097,-0.002121915
10/31/1975,0.029813921,-0.005670587,-0.016542974,0.004868706
11/30/1975,-0.004115879,0.020631027,-0.031596253,-0.009603423
12/31/1975,0.077140468,0.010941561,-0.053180909,0.006920589
1/31/1976,-0.010233844,-0.000177942,0.051817044,0.011308863
2/29/1976,0.005043455,0.006623085,-0.002553269,-0.001945872
3/31/1976,-0.006164265,0.003722117,0.033669877,0.002875956
4/30/1976,-0.013653708,-0.010306968,0.013933051,0.005885365
5/31/1976,0.024341321,0.007574967,-0.02186752,-0.000452154
6/30/1976,-0.011352347,0.001386,-0.097143696,-0.001343018
7/31/1976,-0.005796284,0.008574488,-0.033144386,0.000929128
8/31/1976,0.006504753,0.005905666,-0.10831867,-0.002337895
9/30/1976,-0.033069208,0.005178179,-0.016439465,0.001528537
10/31/1976,-0.002098916,0.027585524,0.009869168,-0.001811192
11/30/1976,0.060934326,0.013588183,0.045410554,-0.000981789
12/31/1976,-0.038979691,-0.012768899,-0.006750536,0.011770183
1/31/1977,-0.009840711,-0.002731679,-0.00610167,0.01517098
2/28/1977,-0.020682988,0.01271693,0.031741916,-0.001072034
3/31/1977,0.0080997,0.00069391,0.047305285,0.002522232
4/30/1977,-0.015176825,0.01316851,-0.03926403,-0.007687507
5/31/1977,0.028295239,0.011180166,-0.02873238,-0.006613118
6/30/1977,-0.014991479,-0.002506516,-0.093157437,0.004756759
7/31/1977,0.004389322,0.013256702,0.004701024,-0.000780325
8/31/1977,0.007144443,0.006826282,0.030984817,4.39E-05
9/30/1977,-0.033673406,-0.00422166,0.023013286,-0.001195928
10/31/1977,0.005345679,0.000615802,0.036473964,0.007555481
11/30/1977,-0.002490007,-0.002142203,0.044863344,0.00064652
12/31/1977,-0.03915044,-0.00773168,0.025998594,0.010665378
