,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last
security,AUDUSD Index,BCOMCOT Index,BCOMGCTR Index,EURUSD Index,GBPUSD Index,I02981JP Index,LEATTREU Index,LSG1TRGU Index,LUATTRUU Index,NKYTR Index,SPXT Index,SX5T Index,TUKXG Index,USDCNH Index,USDJPY Index
date,,,,,,,,,,,,,,,
27/07/2010,0.9024,862.251,299.9306,1.2996,1.5594,121.1507,184.7695,176.1337,1840.01,12835.72,1855.39,4496.28,3459.94,,87.9
28/07/2010,0.8932,861.362,300.0867,1.2995,1.5599,120.9418,184.7167,176.141,1844.74,13183.01,1842.66,4491.09,3433.46,,87.47
29/07/2010,0.9005,875.995,302.3598,1.3079,1.5613,121.0449,184.8512,176.8499,1846.35,13105.63,1835.29,4469.69,3429.76,,86.79
30/07/2010,0.9042,882.811,305.6397,1.3052,1.5689,121.1242,185.3001,178.2294,1855.63,12891.1,1835.4,4452.17,3393.66,,86.47
02/08/2010,0.9137,910.964,306.0308,1.3179,1.5887,121.323,185.3607,178.1094,1850.41,12935.72,1875.85,4584.81,3483.44,,86.5
03/08/2010,0.9127,929.395,306.5742,1.3231,1.5953,121.3832,186.0306,179.0758,1855.89,13102.92,1866.87,4579.6,3483.03,,85.79
04/08/2010,0.9166,926.942,308.7442,1.3161,1.5883,121.6722,186.3127,179.0853,1851.98,12826.28,1878.81,4589.54,3484.45,,86.27
05/08/2010,0.9161,921.362,309.6233,1.3189,1.5897,121.455,186.6957,179.9398,1854.89,13048.73,1876.51,4580.21,3471.26,,85.82
06/08/2010,0.9183,906.96,311.1736,1.328,1.5942,121.2981,187.2744,179.9498,1861.55,13033,1869.77,4515.23,3449.67,,85.51
09/08/2010,0.9165,916.129,310.4806,1.3222,1.5892,121.6384,187.2292,179.68,1860.87,12938.99,1880.06,4593.09,3500.21,,85.94
10/08/2010,0.9135,901.614,309.2943,1.3177,1.5853,121.5148,186.6911,179.3371,1863.4,12910.01,1868.88,4548.83,3478.15,,85.44
11/08/2010,0.897,879.17,309.6054,1.2863,1.5659,121.7252,187.5654,180.1584,1871.34,12561,1817.13,4426.37,3397.1,,85.32
12/08/2010,0.8963,854.045,314.1247,1.2829,1.5579,121.8388,187.4724,181.0598,1868.99,12452.51,1807.61,4420.99,3410.61,,85.9
13/08/2010,0.8929,849.469,314.1002,1.2754,1.5592,121.8901,187.3696,180.9999,1872.21,12507.75,1800.39,4401.3,3416.68,,86.2
16/08/2010,0.8982,850.597,316.5827,1.2827,1.5664,122.0642,187.8905,182.5923,1882.64,12430.99,1800.7,4384.34,3417.11,,85.33
17/08/2010,0.9053,865.008,317.1262,1.2885,1.5586,122.2164,188.0903,182.3774,1877.44,12383.69,1823.18,4448.36,3465.33,,85.53
18/08/2010,0.8983,859.874,317.928,1.2853,1.5594,122.2979,188.7002,182.5999,1878.28,12490.77,1826.14,4433.68,3439.98,,85.46
19/08/2010,0.8927,846.029,318.9621,1.2823,1.5602,122.2361,188.6589,182.9758,1883.7,12655.87,1795.24,4346.52,3380.57,,85.39
20/08/2010,0.8939,834.864,317.2594,1.2712,1.5534,122.2781,189.0932,183.3485,1880.52,12408.1,1788.67,4296.43,3370.18,,85.62
23/08/2010,0.8913,827.726,317.1861,1.2657,1.5512,122.2242,189.108,183.5153,1881.78,12323.36,1781.47,4323.81,3395.85,6.725,85.16
24/08/2010,0.8817,814.327,318.4526,1.2627,1.5396,122.3706,189.9426,185.3188,1890.68,12159.06,1755.65,4248.58,3344.67,6.7265,83.9
25/08/2010,0.884,825.723,320.4936,1.2659,1.5458,122.5266,190.1194,186.06,1886.85,11956.64,1761.62,4204.48,3314.61,6.7325,84.58
26/08/2010,0.8863,842.257,319.5655,1.2716,1.5528,122.2515,190.0803,185.7666,1890.35,12039.22,1748.14,4236.15,3344.73,6.745,84.45
27/08/2010,0.8989,860.131,319.6185,1.2763,1.5529,121.6381,189.678,185.4667,1877.28,12161.86,1777.6,4274.28,3374.4,6.753,85.23
30/08/2010,0.8918,859.919,319.9583,1.2663,1.5462,121.4807,,,1887.33,12375.85,1751.79,4254.38,,6.765,84.62
31/08/2010,0.8906,837.472,322.8256,1.268,1.5348,121.941,190.1675,186.4356,1892.89,11935.96,1752.55,4264.77,3389.74,6.775,84.2
01/09/2010,0.9117,856.91,322.2589,1.2809,1.5455,121.4541,189.5014,184.7532,1883.42,12075.23,1804.46,4415.18,3481.76,6.785,84.44
02/09/2010,0.911,862.386,323.6286,1.2826,1.5401,121.0484,189.2432,184.0179,1879.87,12258.95,1820.98,4415.06,3484.77,6.7805,84.28
03/09/2010,0.9166,859.597,323.0361,1.2896,1.5452,120.8064,188.5917,183.1918,1873.79,12328.33,1845.1,4465.52,3521.82,6.773,84.31
06/09/2010,0.9176,,,1.2876,1.5393,120.4199,188.5219,183.7697,,12581.53,,4477.51,3528.98,6.7645,84.21
07/09/2010,0.9106,869.775,325.1585,1.2682,1.5358,120.7069,189.0662,184.7751,1883.25,12479.65,1824.05,4434.52,3508.63,6.773,83.83
08/09/2010,0.9182,873.688,324.695,1.272,1.5471,120.7024,188.7891,183.9415,1878.68,12207.22,1836.21,4476.36,3526.32,6.775,83.88
09/09/2010,0.9229,866.249,322.992,1.2696,1.5429,120.6948,188.5522,183.048,1868.44,12307.03,1845.09,4524.39,3568.16,6.774,83.78
10/09/2010,0.9266,874.365,321.8571,1.2679,1.5358,120.5152,187.7734,181.7643,1865.85,12497.46,1854.1,4521.09,3573.02,6.765,84.15
13/09/2010,0.936,882.202,322.0157,1.2883,1.5429,120.497,187.4887,181.8631,1871.34,12609.26,1875.41,4561.18,3614.51,6.754,83.71
14/09/2010,0.9397,884.242,328.3689,1.2998,1.5539,120.6038,187.7549,182.5607,1877.92,12578.81,1874.07,4563.48,3615.73,6.74,83.04
15/09/2010,0.9382,885.46,327.5956,1.3011,1.5624,121.363,187.339,182.501,1873.7,12872.68,1880.74,4543.8,3608.37,6.735,85.75
16/09/2010,0.9369,874.973,328.9137,1.3078,1.5625,121.2583,186.5765,181.4446,1870.76,12863.13,1880.37,4527.93,3598.36,6.726,85.78
17/09/2010,0.9363,871.664,329.8704,1.305,1.5632,121.029,186.7476,181.6529,1872.33,13020.84,1881.93,4483.64,3577.78,6.7035,85.86
20/09/2010,0.9472,884.041,330.7264,1.3061,1.5546,,186.3319,181.3068,1875.72,,1910.6,4559.95,3638.89,6.7,85.69
21/09/2010,0.9552,874.328,329.0494,1.3264,1.5623,121.2625,186.716,181.8051,1885.36,12988.4,1905.74,4546.74,3621.77,6.64,85.09
22/09/2010,0.9568,869.363,333.6472,1.3406,1.5665,121.4501,187.6223,184.1088,1887.9,12939.99,1896.77,4478.75,3606.77,6.635,84.5
23/09/2010,0.9489,870.802,334.7332,1.3314,1.5684,,187.9871,184.6303,1887.99,,1880.97,4455.71,3603.63,,84.38
24/09/2010,0.9592,877.873,335.1995,1.3492,1.5826,121.6499,187.4414,183.4632,1883.25,12811.96,1920.84,4543.8,3637.02,6.625,84.21
27/09/2010,0.9609,873.247,335.3331,1.3455,1.5828,121.6034,187.9907,184.4877,1891.65,12989.79,1909.98,4517.09,3620.75,6.62,84.29
28/09/2010,0.9676,875.57,337.8393,1.3585,1.5802,121.8613,187.9121,185.4011,1896.89,12929.83,1919.59,4514.3,3624.01,6.615,83.87
29/09/2010,0.9697,898.984,338.3572,1.3627,1.5786,122.1211,187.7741,186.1049,1893.14,13016.46,1914.84,4478.65,3618.94,6.623,83.7
30/09/2010,0.9671,916.215,338.1779,1.3634,1.5716,122.0109,187.9344,185.378,1893.29,12757.71,1908.95,4470.84,3605.52,6.623,83.53
01/10/2010,0.9724,931.899,340.2969,1.3791,1.5824,121.8925,188.0979,185.1652,1892.32,12805.2,1917.42,4446.44,3634.3,,83.22
04/10/2010,0.9683,926.169,340.043,1.3685,1.583,122.0789,188.5366,185.5757,1896.01,12773.65,1902.15,4394.56,3610.3,6.6155,83.36
05/10/2010,0.9717,942.405,346.1128,1.3839,1.589,122.1594,188.4047,184.8144,1896.53,12961.15,1941.82,4488.18,3662.14,6.611,83.22
06/10/2010,0.9775,945.059,348.0249,1.393,1.589,122.4991,188.9674,185.4376,1902.27,13196.26,1941.5,4523.05,3692.47,6.585,82.93
07/10/2010,0.9825,928.167,344.7466,1.3926,1.5878,122.2786,188.5047,185.021,1901.97,13187.25,1938.31,4534.25,3679.95,6.5655,82.41
08/10/2010,0.985,935.459,347.4077,1.3939,1.596,122.1357,188.9205,185.9347,1902.57,13056.63,1950.18,4531.89,3677.01,6.5645,81.93
11/10/2010,0.9838,933.923,349.7614,1.3876,1.5882,,188.9337,185.3981,,,1950.47,4539.66,3686.62,6.535,82.07
12/10/2010,0.9863,930.503,347.7742,1.3925,1.5809,122.2356,189.1946,185.722,1899.3,12783.97,1957.92,4516.93,3679.6,6.541,81.72
13/10/2010,0.9905,940.887,353.9216,1.3961,1.5898,121.983,188.8609,185.1202,1898.76,12804.22,1972.08,4622.38,3736.51,6.5305,81.81
14/10/2010,0.9942,934.595,355.7563,1.4084,1.6011,121.9202,188.9086,185.2123,1893.1,13049.32,1964.9,4615.16,3723.42,6.5055,81.48
15/10/2010,0.9907,916.046,354.3114,1.3977,1.5992,121.9016,188.6068,184.0944,1887.67,12935.95,1968.87,4626.46,3707.92,6.503,81.45
18/10/2010,0.9889,937.148,354.3409,1.3934,1.5876,121.9416,188.5495,183.9485,1895.01,12933.55,1983.17,4641.22,3733.37,6.4745,81.27
19/10/2010,0.9686,900.598,345.0195,1.3727,1.5707,121.8325,188.1521,183.3346,1896.85,12989.32,1951.67,4619.43,3708.25,6.4745,81.59
20/10/2010,0.9871,927.768,347.1385,1.3964,1.5849,121.7869,187.9458,183.7029,1897.71,12774.38,1972.51,4642.53,3725.74,6.5045,81.09
21/10/2010,0.9772,908.445,342.3363,1.392,1.5704,121.7988,187.4109,184.592,1893.5,12767.41,1976.12,4692.62,3744.56,6.5205,81.33
22/10/2010,0.9828,920.928,342.2085,1.3954,1.5682,121.795,187.5173,184.1896,1892.23,12835.81,1980.83,4678.7,3733.84,6.563,81.38
25/10/2010,0.9905,926.681,345.7762,1.3965,1.5723,121.8342,188.0106,184.6946,1893.03,12801.02,1985.11,4675.03,3740.74,6.58,80.81
26/10/2010,0.9854,927.789,345.7,1.3859,1.5845,121.8334,187.7552,183.1357,1885.32,12768.64,1985.13,4650.33,3711.68,6.6005,81.43
27/10/2010,0.972,923.043,341.5692,1.3769,1.5769,121.5143,186.8592,181.6532,1880.09,12781.78,1980.05,4606.55,3673.96,6.63,81.75
28/10/2010,0.9789,926.801,346.7097,1.393,1.5946,121.7113,186.7981,181.6929,1884.72,12753.77,1982.45,4632.77,3694.7,6.6285,81.03
29/10/2010,0.9835,920.841,350.6106,1.3947,1.6038,121.5518,186.9673,182.7452,1890.3,12531.43,1981.59,4631.89,3692.92,6.5805,80.4
01/11/2010,0.9871,936.975,348.8066,1.3893,1.6036,121.5348,187.2238,183.24,1889.98,12466.9,1983.47,4618.46,3705.59,6.5815,80.51
02/11/2010,0.9995,945.482,350.4349,1.4034,1.6041,121.6123,187.0572,183.2877,1893.87,12474.06,1998.86,4657.98,3746.45,6.609,80.63
03/11/2010,1.0062,956.198,345.4516,1.4139,1.6081,,187.5259,183.8362,1890.59,,2006.58,4608.19,3744.76,6.5895,81.07
04/11/2010,1.0149,974.093,357.2038,1.4207,1.6268,121.6995,187.1659,184.1747,1899.35,12745.19,2045.62,4695.75,3818.9,6.57,80.75
05/11/2010,1.0159,975.643,360.9756,1.4032,1.6182,121.5311,186.9761,183.7898,1893.58,13109.09,2053.77,4682.29,3827.08,6.5785,81.26
08/11/2010,1.0136,979.426,362.4046,1.392,1.6139,121.3761,186.6583,183.4717,1891.7,13254.44,2049.69,4675.36,3810.54,6.6255,81.18
09/11/2010,1.0035,977.556,364.1971,1.3773,1.5985,121.3119,186.5847,183.0222,1881.66,13202.11,2033.85,4712.33,3826.98,6.602,81.69
10/11/2010,1.0053,984.23,361.3962,1.3783,1.6122,121.2265,186.0937,181.6331,1884.95,13387.47,2043.16,4642.6,3789.71,6.6085,82.28
11/11/2010,0.9979,984.013,362.4499,1.3667,1.6123,121.0869,185.4743,181.5632,,13429.6,2034.48,4618.6,3788.59,6.603,82.49
12/11/2010,0.9847,955.346,352.6782,1.3691,1.6114,121.0879,185.5468,181.0146,1875.92,13243.51,2010.57,4609.76,3776.63,6.6165,82.53
15/11/2010,0.9853,957.663,353.4555,1.3587,1.6053,120.759,185.326,179.9502,1864.31,13383.42,2008.25,4652.25,3791.96,6.6225,83.07
16/11/2010,0.9767,935.367,345.6693,1.3489,1.5885,121.0133,184.4473,179.6803,1870.23,13342.01,1976.26,4543.35,3701.72,6.6115,83.29
17/11/2010,0.9797,919.333,345.2838,1.3529,1.5907,120.8377,184.749,180.4171,1869.21,13361.84,1977,4577.53,3715.47,6.6025,83.18
18/11/2010,0.9899,937.571,349.4367,1.3643,1.6041,120.4727,183.8118,179.2024,1866.62,13636.89,2007.38,4663.32,3765.17,6.5885,83.52
19/11/2010,0.9866,929.775,349.2575,1.3673,1.5979,120.76,183.9161,179.2001,1867.6,13648.82,2012.59,4648.16,3741.76,6.5865,83.55
22/11/2010,0.9887,925.831,350.6798,1.3627,1.5957,120.4197,184.2181,180.2085,1873.85,13775.2,2009.52,4593.43,3707.82,6.5995,83.33
23/11/2010,0.9723,918.694,355.787,1.3367,1.5775,,184.6978,181.17,1877.74,,1980.89,4475.7,3642.84,6.6245,83.16
24/11/2010,0.9817,946.601,354.5764,1.3335,1.5772,120.5354,183.5719,180.2621,1864.95,13659.34,2010.56,4506.18,3692.76,6.6265,83.54
25/11/2010,0.9808,,,1.336,1.5761,120.4518,183.1025,180.1271,,13726.96,,4517.65,3720.07,6.6295,83.6
26/11/2010,0.9645,943.752,351.8199,1.3242,1.5592,120.2195,183.1147,180.169,1869.83,13672.76,1996.03,4471.77,3700.34,6.6485,84.1
29/11/2010,0.9631,962.438,352.6492,1.3125,1.5573,120.2428,181.8986,180.1447,1873.84,13790.47,1993.83,4362.68,3623.48,6.6435,84.26
30/11/2010,0.9588,945.964,357.4474,1.2983,1.5562,120.1599,182.2121,181.5979,1877.09,13533.14,1981.84,4331.68,3608.67,6.655,83.69
01/12/2010,0.9683,977.388,358.0165,1.3139,1.5623,120.4141,182.2213,179.9814,1863.05,13602.61,2024.97,4447.51,3685.12,6.655,84.19
02/12/2010,0.9771,995.519,358.2761,1.3209,1.56,120.205,182.8976,179.3367,1859.53,13848.39,2050.96,4544.76,3766.79,6.6465,83.82
03/12/2010,0.9931,1005.081,362.6361,1.3414,1.5778,120.0526,182.8192,179.267,1860.3,13861.74,2056.4,4547.77,3752.27,6.644,82.53
06/12/2010,0.9899,1005.425,365.1944,1.3308,1.5715,120.3625,182.7142,179.4649,1867.99,13846.64,2053.8,4527.45,3768.57,6.6365,82.66
07/12/2010,0.9829,1006.308,363.3649,1.3261,1.5759,120.1358,182.0005,178.6446,1848.62,13811.05,2054.89,4581.02,3793.5,6.639,83.49
08/12/2010,0.9796,1000.819,356.7128,1.3262,1.5804,119.6159,181.4845,177.7219,1841.97,13935.3,2063.03,4607.52,3784.75,6.649,84.04
09/12/2010,0.9837,1002.581,359.19,1.3239,1.5771,119.4217,181.8963,178.6726,1842.09,14008.23,2071.12,4643.1,3793.52,6.6525,83.76
10/12/2010,0.9853,996.872,357.1541,1.3226,1.5802,119.8166,181.6624,178.6162,1837.86,13907.55,2083.57,4641.16,3796.78,6.648,83.95
13/12/2010,0.9962,1005.234,360.5368,1.3391,1.5862,119.4719,181.3968,177.7988,1841.66,14019.14,2084,4667.63,3828,6.6545,83.39
14/12/2010,0.999,1005.347,362.163,1.3378,1.5775,119.6612,180.824,177.0818,1828.19,14050.3,2085.93,4677.94,3847.9,6.6505,83.66
15/12/2010,0.987,1012.712,357.4965,1.3214,1.5544,119.6352,181.1162,177.311,1824.06,14040.78,2075.29,4645.76,3842.17,6.654,84.24
16/12/2010,0.9901,1007.003,353.5778,1.3244,1.5632,119.5665,180.6689,177.3359,1827.35,14042.84,2088.19,4651.95,3841.47,6.652,83.91
17/12/2010,0.9882,1007.666,355.694,1.3188,1.5533,120.1912,180.7826,178.3238,1839.53,14032.68,2089.95,4612.7,3835.36,6.653,83.98
20/12/2010,0.9935,1018.664,357.4776,1.3131,1.5513,120.2654,181.4208,179.8484,1838.17,13913.62,2095.32,4641.24,3848.33,6.6655,83.77
21/12/2010,0.9979,1023.063,358.1752,1.31,1.547,120.2733,181.1602,179.5604,1839.36,14123.51,2108.26,4702.98,3887.64,6.6605,83.75
22/12/2010,0.999,1027.241,357.8155,1.31,1.5386,120.5498,181.4565,179.5434,1836.93,14090.76,2115.69,4690.94,3908.35,6.6515,83.57
23/12/2010,1.0042,1033.178,356.0372,1.3114,1.5428,,181.2839,179.6988,1832.74,,2112.37,4682.6,3916.56,6.6475,82.91
24/12/2010,1.0045,,,1.3122,1.5444,120.5222,181.3029,179.9811,,13999.12,,4678.37,3924.96,6.6525,82.88
27/12/2010,1.0046,1029.457,356.6613,1.3165,1.5421,120.4495,,,1836.33,14103.71,2113.67,4620.47,3924.96,6.637,82.81
28/12/2010,1.01,1034.846,362.5176,1.3115,1.5368,120.6817,,,1826.33,14034.7,2115.32,4616.85,3924.96,6.6305,82.38
29/12/2010,1.0179,1032.544,364.5569,1.3225,1.55,120.614,180.8439,178.8729,1839.55,14105.48,2117.83,4644.52,3917.46,6.617,81.62
30/12/2010,1.0172,1021.892,362.5986,1.3291,1.5426,120.9755,181.2771,180.1692,1837.08,13947.82,2114.7,4588.64,3900.89,6.6025,81.53
31/12/2010,1.0233,1040.135,366.5981,1.3384,1.5612,120.9801,181.2959,181.2752,1843.32,,2114.29,4565.39,3854.46,6.58,81.12
03/01/2011,1.0168,1041.579,366.9905,1.3361,1.5489,120.9939,181.9382,181.3383,1840.9,,2138.3,4641.57,3854.46,6.5625,81.74
04/01/2011,1.0051,1027.19,355.6178,1.3308,1.5587,120.6999,182.3563,180.1939,1839.69,14178.51,2135.53,4649.32,3928.89,6.5775,82.04
05/01/2011,0.9995,1047.85,354.3039,1.3149,1.5515,120.6446,181.7732,178.7564,1827.84,14154.88,2146.5,4632.28,3948.57,6.5875,83.25
06/01/2011,0.9944,1036.867,353.7896,1.3003,1.5473,120.244,181.2308,179.1489,1832.86,14358.04,2142.76,4636.35,3932.66,6.59,83.33
07/01/2011,0.9959,1023.797,353.0689,1.2907,1.5548,120.3802,181.2572,179.2461,1841.14,14373.42,2138.81,4590.6,3909.68,6.5978,83.15
10/01/2011,0.9956,1048.915,354.4141,1.2951,1.5573,,181.172,179.281,1843.49,,2135.86,4514.12,3891.37,6.596,82.71
11/01/2011,0.9872,1066.884,357.0559,1.2974,1.5599,120.4495,181.1443,178.2783,1841.29,14332.02,2143.82,4572.52,3929.09,6.5835,83.24
12/01/2011,0.9966,1071.106,357.4277,1.3131,1.5766,120.3841,180.7846,177.3671,1840.21,14334.91,2163.36,4707.43,3953.25,6.5805,83
13/01/2011,0.9976,1069.265,357.7383,1.3364,1.5838,120.2913,181.2144,177.8547,1844.7,14439.85,2159.66,4768.1,3935.71,6.5775,82.81
14/01/2011,0.9888,1081.131,350.8885,1.3388,1.587,120.1745,181.3877,177.891,1842.04,14316.15,2175.68,4775.93,3921.46,6.5785,82.87
17/01/2011,0.9938,,,1.3294,1.5888,119.9924,181.1877,177.7769,,14321.36,,4762.24,3910.77,6.5865,82.68
18/01/2011,0.9994,1076.646,352.8519,1.3387,1.5963,119.9984,180.4788,177.234,1840.12,14343.34,2178.72,4819.48,3956.98,6.5775,82.56
19/01/2011,1.0009,1078.738,353.3943,1.3473,1.5996,119.7321,181.0613,177.7039,1842.89,14395.32,2156.97,4783.72,3906.4,6.58,82.02
20/01/2011,0.9871,1063.475,347.2398,1.3473,1.5897,120.1985,180.5679,177.1502,1833.04,14231.98,2154.18,4789.7,3835.3,6.5805,83.01
21/01/2011,0.9898,1072.926,345.8246,1.3621,1.6,120.2291,181.0248,177.2528,1836.53,14010,2159.43,4860.28,3853.82,6.5795,82.57
24/01/2011,0.9974,1063.603,346.7048,1.3638,1.5988,120.1346,181.232,177.4443,1837.88,14106.25,2172.03,4874.2,3884.93,6.5758,82.53
25/01/2011,0.9967,1049.218,343.5638,1.3681,1.5817,120.0387,180.8055,177.9962,1845.34,14268.94,2172.67,4839.37,3867.85,6.578,82.25
26/01/2011,0.9993,1078.551,343.7456,1.3713,1.5935,120.2285,180.2479,177.3922,1837.18,14183.69,2181.92,4860.75,3902.64,6.5775,82.17
27/01/2011,0.992,1073.942,339.9606,1.3734,1.5929,120.2538,179.7738,177.3016,1841.78,14288.79,2186.93,4896.74,3899.94,6.5775,82.92
28/01/2011,0.994,1096.574,345.6032,1.3611,1.586,120.2915,180.1188,177.7002,1846.19,14127.45,2147.95,4838.4,3845.2,6.584,82.12
31/01/2011,0.9974,1113.175,343.753,1.3694,1.6014,120.2602,180.468,177.7475,1842.86,13960.52,2164.4,4837.57,3833.15,6.5875,82.04
01/02/2011,1.0111,1122.077,345.2485,1.3829,1.6142,120.1429,180.5403,177.0605,1837.83,14010.73,2200.54,4924.68,3895.19,6.5725,81.35
02/02/2011,1.0101,1130.979,343.1377,1.3811,1.6192,120.1926,180.9744,176.5084,1832.98,14260.09,2194.94,4934.32,3927.11,6.5625,81.55
03/02/2011,1.0153,1125.821,348.5228,1.3634,1.6136,120.1618,180.9514,176.5196,1828.91,14224.64,2200.42,4906.13,3916.16,6.5615,81.63
04/02/2011,1.0138,1105.394,347.4938,1.3581,1.6111,119.8703,180.5765,175.9863,1819.91,14377.59,2206.8,4918.75,3925.35,6.5625,82.18
07/02/2011,1.0135,1102.552,347.2921,1.3583,1.611,119.8615,180.4738,175.9527,1821.01,14443.75,2220.6,4964.58,3960.46,6.5625,82.33
08/02/2011,1.0146,1109.587,351.3893,1.3625,1.6069,119.6032,179.9973,175.8735,1813.75,14503.67,2230.59,4983.13,3986.84,6.5555,82.36
09/02/2011,1.0124,1128.376,351.7514,1.3733,1.6102,119.522,179.5495,175.259,1820.2,14478.92,2224.64,4966.11,3970.34,6.5665,82.36
10/02/2011,1.0044,1118.494,350.9801,1.3603,1.6098,119.6589,179.5766,175.5355,1814.21,14462.31,2226.51,4956.37,3949.17,6.5665,83.23
11/02/2011,1.0021,1112.787,350.4406,1.3554,1.6007,,179.8496,176.1088,1818.21,,2239.08,4954.22,3977.31,6.5775,83.43
14/02/2011,1.0029,1135.979,351.6557,1.3489,1.6039,119.6044,179.5345,176.5148,1820.69,14625.8,2244.89,4944.42,3975.46,6.5825,83.32
15/02/2011,0.9964,1119.505,353.9754,1.3487,1.6126,119.6934,179.6277,176.205,1821.23,14654.61,2237.9,4964.21,3960.37,6.5745,83.77
16/02/2011,1.0033,1142.578,354.2343,1.3569,1.6095,119.4156,180.1379,176.3604,1820.44,14739.13,2252.3,5015.75,3992.06,6.5625,83.68
17/02/2011,1.0119,1130.279,356.8117,1.3609,1.6174,119.4957,180.5975,176.9902,1824.86,14777.79,2259.42,5020.03,3993.45,6.5645,83.31
18/02/2011,1.0147,1129.954,357.7146,1.3693,1.6253,119.6541,180.0525,176.6268,1824.07,14786.19,2263.79,5026.02,3990.57,6.5585,83.18
21/02/2011,1.0094,,,1.3678,1.6226,119.6082,180.4957,177.6839,,14806.28,,4934.84,3945.84,6.5585,83.14
22/02/2011,0.9988,1162.157,360.9398,1.365,1.6136,119.7688,180.6252,178.3447,1835.11,14543.32,2217.35,4887.31,3934,6.573,82.77
23/02/2011,1.0022,1218.406,364.2641,1.3749,1.6211,120.0265,180.5727,178.3964,1833.54,14426.59,2203.89,4840.77,3887.9,6.5705,82.51
24/02/2011,1.0088,1220.607,364.729,1.38,1.6138,120.1719,180.5325,178.7484,1837.33,14262.13,2202.23,4831.29,3885.57,6.5765,81.89
25/02/2011,1.0177,1229.509,363.0556,1.3754,1.6118,120.1082,180.4246,178.7832,1838.81,14363.17,2226.05,4890.08,3938.88,6.5755,81.68
28/02/2011,1.0186,1226.335,363.2135,1.3806,1.6257,120.1075,180.3649,179.0503,1841.49,14495.97,2238.55,4936.06,3934.16,6.5685,81.78
01/03/2011,1.0134,1266.657,368.7022,1.3777,1.6267,119.9236,180.4079,178.8754,1842.42,14673.27,2203.32,4887.21,3895.92,6.5615,81.86
02/03/2011,1.0169,1276.33,370.3782,1.3866,1.6325,120.1464,180.276,178.5964,1837.71,14316.26,2207.24,4847.13,3885.22,6.567,81.87
03/03/2011,1.0146,1261.504,364.8924,1.3969,1.6277,119.9388,179.2521,177.9069,1827.72,14444.03,2245.33,4864.24,3944.47,6.5645,82.45
04/03/2011,1.0138,1273.154,368.0368,1.3987,1.6269,119.8851,179.4523,178.8153,1835.58,14590.9,2228.78,4831.36,3934.81,6.5615,82.32
07/03/2011,1.0119,1265.589,369.5612,1.3968,1.6201,119.9893,179.4008,178.9115,1835.32,14333.51,2210.26,4802.27,3923.9,6.5565,82.24
08/03/2011,1.0099,1244.978,367.6872,1.3905,1.616,119.8878,178.9336,178.4062,1831.51,14361.03,2230.4,4825.21,3924.54,6.5565,82.67
09/03/2011,1.0108,1272.958,368.3064,1.3909,1.6203,119.8587,178.9738,178.5859,1837.41,14448.78,2227.7,4809.06,3907.61,6.5605,82.74
10/03/2011,1.0008,1265.706,363.905,1.3798,1.6061,119.8529,179.4073,179.6855,1844.41,14237.13,2185.65,4767.47,3847.06,6.5695,82.98
11/03/2011,1.0138,1250.397,366.2588,1.3903,1.6082,120.198,180.1323,180.0456,1844.67,13991.6,2201.81,4725.05,3836.11,6.5725,81.84
14/03/2011,1.0097,1248.537,367.0599,1.3992,1.6172,120.3984,180.6298,180.6824,1849.73,13126.62,2188.56,4673.05,3800.95,6.5685,81.63
15/03/2011,0.991,1192.414,358.7998,1.3998,1.6078,120.197,181.4995,181.0312,1851.68,11741.25,2164.06,4561.79,3748.32,6.5725,80.72
16/03/2011,0.9839,1213.217,359.65,1.39,1.6024,120.1285,182.0012,182.038,1860.71,12407.88,2121.94,4458.64,3688.36,6.5705,79.59
17/03/2011,0.9803,1258.782,361.7355,1.4021,1.6136,120.2847,181.02,180.9072,1857.41,12229.07,2150.43,4565.01,3752.85,6.5725,78.89
18/03/2011,0.9959,1249.21,364.7989,1.4182,1.6234,120.3533,181.0515,181.4902,1855.27,12562.1,2159.69,4575.58,3767.36,6.5715,80.58
21/03/2011,1.0063,1262.756,367.4523,1.4226,1.6311,,180.6606,181.1437,1851.32,,2192.09,4687.32,3812.13,6.5665,81.03
22/03/2011,1.0103,1270.573,367.7879,1.4196,1.6364,120.1532,180.3366,180.2503,1850.38,13110.02,2184.57,4677.44,3796.73,6.5525,80.97
23/03/2011,1.0131,1268.376,370.4654,1.4088,1.6235,120.3458,180.4522,180.8989,1849.61,12893.28,2190.96,4696.19,3820.04,6.5595,80.92
24/03/2011,1.0212,1269.699,369.6685,1.4177,1.6122,120.4763,180.2895,180.5039,1845.2,12873.55,2211.42,4767.55,3876.06,6.5615,80.97
25/03/2011,1.026,1267.502,367.4048,1.4088,1.6042,120.4573,180.1709,180.3932,1840.71,13011.85,2218.42,4770.08,3889.17,6.5595,81.34
28/03/2011,1.0244,1258.157,365.7863,1.4087,1.5992,120.3203,179.8365,180.3492,1840.36,12932,2212.32,4775.71,3891.63,6.5635,81.69
29/03/2011,1.0291,1262.343,364.8094,1.4113,1.6011,120.3201,179.6665,180.2157,1836.61,13021.47,2228.41,4769.43,3909.87,6.5635,82.48
