,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last
security,AUDUSD Index,BCOMCOT Index,BCOMGCTR Index,EURUSD Index,GBPUSD Index,I02981JP Index,LEATTREU Index,LSG1TRGU Index,LUATTRUU Index,NKYTR Index,SPXT Index,SX5T Index,TUKXG Index,USDCNH Index,USDJPY Index
date,,,,,,,,,,,,,,,
03/01/2000,0.6585,192.924,79.6723,1.0243,1.6362,,105.8053,,953.47,,2002.11,6067.89,,,101.45
04/01/2000,0.655,189.986,78.0611,1.0296,1.636,,105.2575,,957.56,,1925.41,5828.4,3021.19,,103.22
05/01/2000,0.6579,186.246,77.6325,1.0321,1.6426,,105.1691,,953.2,,1929.28,5683.15,2962.29,,104.14
06/01/2000,0.6533,185.07,77.7267,1.0328,1.6474,,105.0316,,956.22,,1931.51,5631.77,2922.11,,105.23
07/01/2000,0.6549,181.729,77.876,1.0295,1.6393,,105.5858,,958.71,,1983.83,5816.44,2948.17,,105.34
10/01/2000,0.6561,186.056,77.856,1.0256,1.6374,,105.8193,,957.12,,2006.07,5899.13,2994.84,,105.16
11/01/2000,0.6578,192.22,78.3451,1.0336,1.6475,,105.2167,,952.75,,1979.92,5845.9,2954.61,,105.95
12/01/2000,0.6587,193.854,78.1808,1.0309,1.6466,,105.1249,,951.77,,1971.36,5818.12,2960.91,,105.79
13/01/2000,0.6679,196.326,78.5974,1.0258,1.6472,,105.3233,,956.36,,1995.35,5867.31,2960.28,,106.17
14/01/2000,0.6657,200.759,78.5816,1.0122,1.6313,,105.1503,,954.42,,2016.64,6043.79,3017.71,,105.87
17/01/2000,0.6642,,,1.0122,1.6333,,105.1499,,,,,6112.79,3023.04,,104.9
18/01/2000,0.6654,207.399,79.9405,1.0137,1.6379,,104.8181,,952.8,,2002.89,5958.23,2948.3,,105.67
19/01/2000,0.6638,206.159,80.1714,1.0133,1.645,,105.0834,,954.27,,2004.02,5967.46,2921.51,,105.32
20/01/2000,0.6658,206.953,79.9371,1.0168,1.6537,,105.0402,,953.19,,1989.81,5980.4,2877.67,,105.47
21/01/2000,0.6629,208.256,80.0312,1.0098,1.6487,,105.1258,,953.86,,1984.01,5906.04,2876.57,,104.78
24/01/2000,0.6543,206.229,79.6016,1.0072,1.6531,,105.1532,,957.53,,1929.2,5905.37,2892.13,,105.57
25/01/2000,0.6554,209.908,79.1753,1.0009,1.6452,,105.5042,,958.05,,1940.9,5823.84,2844.2,,106.04
26/01/2000,0.6523,206.291,79.2147,1.0019,1.6403,,105.4654,,959.59,,1932.78,5908.21,2890.21,,105.66
27/01/2000,0.6541,202.928,79.4458,0.9882,1.6396,,104.9258,,960.67,,1925.31,5990.55,2919.85,,105.12
28/01/2000,0.635,202.874,78.389,0.9747,1.6201,,105.0165,,963.18,,1872.61,5984.44,2890.22,,107.13
31/01/2000,0.637,206.615,78.4792,0.9707,1.6162,,105.368,98.0452,960.87,,1919.84,5862.81,2842.13,,107.32
01/02/2000,0.6324,209.705,78.2721,0.9711,1.615,,105.7792,,963.07,,1940.24,5997.43,2852.29,,107.85
02/02/2000,0.6389,206.425,78.915,0.9765,1.6088,,105.7491,,964.65,,1940.21,6135.19,2857.68,,108.16
03/02/2000,0.6348,209.855,79.5308,0.9894,1.5972,,105.8879,,970,,1962.21,6315.41,2867.43,,107.56
04/02/2000,0.638,213.796,85.8804,0.9832,1.5918,,105.6042,,967.97,,1961.44,6407.61,2804.24,,107.19
07/02/2000,0.6337,212.026,83.5882,0.9815,1.598,,105.5034,,964.21,,1961.3,6309.1,2774.18,,108.62
08/02/2000,0.6317,210.019,82.8326,0.9855,1.6113,,105.7839,,968.14,,1985.49,6478.17,2849.98,,109.47
09/02/2000,0.6362,213.197,84.7398,0.9942,1.6169,,105.615,,964.99,,1944.57,6497.73,2863.4,,108.79
10/02/2000,0.6265,215.952,87.5264,0.9854,1.6097,,105.3355,,962.1,,1951.65,6475.89,2847.26,,109.27
11/02/2000,0.6305,216.666,86.1393,0.9875,1.5936,,105.3628,,964.19,,1910.92,6502.59,2808.04,,108.82
14/02/2000,0.6263,221.275,85.4652,0.9783,1.588,,105.6652,,968.61,,1914.88,6465.54,2751.5,,108.96
15/02/2000,0.6305,222.586,83.5822,0.9815,1.596,,105.5765,,967.12,,1931.58,6311.92,2722.75,,109.22
16/02/2000,0.6319,223.982,83.8425,0.9863,1.6077,,105.4449,,966.98,,1912.12,6337.46,2787.22,,109.44
17/02/2000,0.6323,218.398,83.5255,0.9878,1.609,,105.4218,,967.59,,1912.96,6400.96,2815.31,,110.56
18/02/2000,0.6293,215.366,84.5007,0.9839,1.6013,,105.5001,,971.15,,1854.85,6357.3,2795.19,,111.09
21/02/2000,0.6258,,,0.9877,1.6005,,105.7591,,,,,6299.4,2761.83,,111.26
22/02/2000,0.6221,219.076,84.6628,1.0038,1.6126,,106.2098,,977.25,,1863.26,6287.79,2731.45,,110.69
23/02/2000,0.6216,220.644,83.2179,1.0036,1.6039,,106.0941,,973.51,,1875.16,6365.32,2790.2,,111.07
24/02/2000,0.6155,221.702,82.8182,0.992,1.6003,,106.4538,,976.68,,1865.2,6404.64,2764.14,,111.37
25/02/2000,0.6151,222.163,81.0973,0.9749,1.5953,,106.263,,975.78,,1837.7,6520.16,2814.67,,110.29
28/02/2000,0.6148,222.779,81.0256,0.9709,1.5958,,106.0861,,973.18,,1858.17,6416.84,2773.25,,109.45
29/02/2000,0.6178,227.165,81.0384,0.9642,1.5792,,106.022,99.9254,975.32,,1883.5,6487.3,2833.68,,110.33
01/03/2000,0.6057,236.243,80.8034,0.9727,1.5854,,106.1247,,975.5,,1901.51,6553.04,2893.85,,107.28
02/03/2000,0.6063,236.963,79.8244,0.9656,1.5766,,106.0074,,975.83,,1905.09,6767.37,2924.4,,107.74
03/03/2000,0.6084,235.721,80.0024,0.9586,1.5778,,106.2779,,977.74,,1942.89,6822.26,2949.57,,107.9
06/03/2000,0.6019,240.612,79.7925,0.9586,1.5749,,106.3073,,976.21,,1918.44,6840.05,2990.76,,107.54
07/03/2000,0.6051,258.41,80.9908,0.9584,1.5804,,106.4189,,977.11,,1869.33,6792.39,2944.65,,106.12
08/03/2000,0.6095,235.653,80.1007,0.961,1.5817,,106.3485,,976.7,,1884.81,6714.99,2919.45,,107.17
09/03/2000,0.6148,237.733,80.7566,0.9669,1.5827,,106.8391,,977.56,,1933.11,6700.41,2974.5,,106.53
10/03/2000,0.6151,233.985,80.0451,0.9637,1.5765,,106.6784,,975.59,,1923.98,6780.44,2991.18,,106.35
13/03/2000,0.6163,235.602,80.4942,0.9642,1.5792,,106.9077,,976.97,,1908.42,6577.16,2949.97,,105.52
14/03/2000,0.6148,235.732,79.9874,0.9686,1.5776,,106.744,,980.43,,1874.69,6582.06,2959.2,,105.12
15/03/2000,0.6135,231.534,79.9729,0.9669,1.5732,,106.9052,,982.11,,1920.28,6362.78,2940.9,,105.69
16/03/2000,0.6113,234.795,79.247,0.9696,1.5771,,107.3023,,983.68,,2012.03,6478.05,2991.19,,105.37
17/03/2000,0.6067,233.543,78.7124,0.9721,1.5748,,107.3983,,985.66,,2020.31,6548.29,2991.53,,106.73
20/03/2000,0.6077,229.233,79.1882,0.9728,1.5689,,107.4477,,986.42,,2009.53,6617.59,3022.15,,106.3
21/03/2000,0.6099,231.851,80.2963,0.9615,1.5717,,107.5832,,987.69,,2060.9,6591.95,3019.12,,106.78
22/03/2000,0.6044,229.031,79.7341,0.961,1.5795,,107.4528,,988.15,,2070.27,6594.61,3015.35,,107.11
23/03/2000,0.6058,229.805,78.9527,0.9715,1.5867,,107.6888,,989.8,,2107.13,6584.65,3008.51,,107.24
24/03/2000,0.6086,232.517,78.8833,0.9779,1.5941,,107.4914,,984.81,,2107.28,6735.65,3074.15,,106.87
27/03/2000,0.6128,231.892,77.6338,0.9672,1.5882,,107.2095,,985.37,,2102.31,6722.33,3051.78,,106.79
28/03/2000,0.6164,231.652,77.3721,0.9605,1.5893,,107.448,,986.14,,2080.08,6794.27,3034.88,,105.84
29/03/2000,0.6105,226.705,76.4249,0.9514,1.5936,,107.2405,,986.61,,2081.45,6781.43,3011.47,,105.69
30/03/2000,0.6134,226.188,76.5468,0.9613,1.5948,,107.4681,,992.26,,2053.05,6575.66,2941.34,,105.57
31/03/2000,0.6071,226.593,77.1898,0.9555,1.5911,,107.6971,101.0932,994.69,,2067.76,6573.34,2984.72,,102.78
03/04/2000,0.6086,224.763,76.9526,0.9553,1.5964,,107.8234,,996.42,,2077.97,6409.08,2949.73,,104.9
04/04/2000,0.6047,219.626,78.6664,0.9596,1.5932,,107.8399,,1002.58,,2062.53,6482.13,2933.71,,105.16
05/04/2000,0.6061,220.769,77.9104,0.9625,1.5847,,108.1965,,1000.85,,2052.52,6316.18,2911.93,,104.88
06/04/2000,0.6014,218.125,77.6209,0.9584,1.5815,,107.8108,,1000.22,,2072.16,6486.21,2944.71,,104.77
07/04/2000,0.5986,212.152,77.5784,0.9553,1.5795,,107.9485,,1004.11,,2092.87,6585.83,2998.92,,105.37
10/04/2000,0.5953,200.883,78.0275,0.9627,1.5855,,108.068,,1006.17,,2076.46,6614.84,2985.61,,106.44
11/04/2000,0.5958,202.765,77.9575,0.9592,1.5856,,108.1364,,1001.46,,2071.22,6479.75,2915.16,,106.92
12/04/2000,0.5981,215.008,77.9149,0.959,1.5886,,108.042,,997.72,,2025.23,6485.88,2902.18,,105.78
13/04/2000,0.5983,211.989,77.8448,0.9524,1.5866,,107.959,,1000.27,,1988.43,6488.45,2905.01,,105.88
14/04/2000,0.5976,207.673,78.2421,0.9622,1.5868,,107.7226,,1001.98,,1872.55,6304.27,2823.27,,104.74
17/04/2000,0.5909,210.271,78.1694,0.9527,1.5805,,107.8522,,996.51,,1934.5,6235.9,2740.32,,104.54
18/04/2000,0.5948,213.36,77.8517,0.9453,1.5771,,107.7691,,996.32,,1990.04,6338.89,2776.64,,104.74
19/04/2000,0.5957,219.32,77.7264,0.9402,1.582,,107.643,,1000.44,,1970.58,6359.92,2827.33,,104.82
20/04/2000,0.5924,220.003,77.4636,0.9374,1.5793,,107.5105,,1000.51,,1980.36,6413,2853.07,,105.77
21/04/2000,0.5944,,,0.9385,1.5795,,,,,,,,2853.07,,105.77
24/04/2000,0.5946,220.142,77.43,0.938,1.5785,,,,999.92,,1973.91,,2853.07,,105.78
25/04/2000,0.5935,216.655,77.0566,0.9208,1.5812,,107.4292,,995.51,,2039.6,6465,2872.8,,106.31
26/04/2000,0.5882,212.98,76.3252,0.9235,1.5756,,107.7188,,994.97,,2017.04,6574.02,2860.7,,106.27
27/04/2000,0.5872,218.855,76.6953,0.9099,1.572,,107.6034,,990.36,,2022.68,6482.33,2825.38,,106.43
28/04/2000,0.5839,219.817,75.688,0.9119,1.5513,,107.6682,102.2121,991.54,,2005.55,6649.03,2893.12,,108.18
01/05/2000,0.5827,219.921,75.7513,0.9158,1.5536,,107.6847,,990.89,,2027.4,6655.72,2893.12,,108.76
02/05/2000,0.5845,229.329,76.37,0.91,1.5604,,107.3644,,988.26,,1997.09,6815.75,2914.66,,108.41
03/05/2000,0.5923,226.86,76.9613,0.8948,1.5611,,106.9626,,984.01,,1954.23,6667.93,2828.41,,109.02
04/05/2000,0.5912,228.939,77.5528,0.8895,1.5412,,106.7182,,980.43,,1946.65,6655.18,2835.18,,108.03
05/05/2000,0.5965,231.204,77.262,0.897,1.5303,,106.72,,978.68,,1978.52,6712.99,2853.13,,108.56
08/05/2000,0.5813,238.895,76.6057,0.8977,1.5332,,106.9959,,976.16,,1967.01,6631.94,2843.53,,109
09/05/2000,0.5856,245.182,76.7946,0.9075,1.5311,,107.2158,,978.49,,1950.5,6505.74,2801.22,,109.19
10/05/2000,0.5807,244.332,76.9447,0.9068,1.5118,,107.3429,,981.78,,1910.79,6362.19,2790.63,,109.53
11/05/2000,0.581,251.719,76.3551,0.9016,1.5035,,106.8087,,982.92,,1945.38,6496.66,2857.06,,108.52
12/05/2000,0.5811,253.107,76.4773,0.9197,1.5202,,106.9555,,978.96,,1963.59,6581.69,2874.25,,108.47
15/05/2000,0.5713,255.639,76.4066,0.9112,1.5054,,107.1326,,981.82,,2007.03,6511.65,2859.61,,109.3
16/05/2000,0.5767,257.414,76.3649,0.9003,1.4932,,107.2953,,983.77,,2025.96,6703.05,2891.95,,109.66
17/05/2000,0.5688,257.17,75.6938,0.8959,1.4968,,106.7887,,981.47,,2000.94,6572.04,2836.05,,109.32
18/05/2000,0.5714,262.603,75.6793,0.8946,1.4835,,106.7794,,977.61,,1986.4,6593.83,2852.85,,108.65
19/05/2000,0.5742,262.07,75.9111,0.8975,1.487,,106.7273,,979.76,,1944.65,6363.02,2767,,106.98
22/05/2000,0.5716,253.442,76.3878,0.9031,1.4925,,107.0915,,983.9,,1936.04,6216.76,2762.73,,107.14
23/05/2000,0.5745,253.676,75.962,0.9071,1.4769,,107.1268,,983.49,,1898.94,6266.46,2786.19,,106.42
24/05/2000,0.571,261.329,75.7552,0.9044,1.4753,,107.3649,,982.6,,1933.85,6164.9,2800.76,,107.8
25/05/2000,0.5685,265.418,74.9182,0.9115,1.4702,,107.6565,,987.66,,1909.67,6309.31,2852.25,,107.35
26/05/2000,0.5736,263.245,75.3688,0.9309,1.49,,108.0325,,990.35,,1904.98,6303.04,2845.75,,107.15
29/05/2000,0.5724,,,0.9266,1.4925,,,,,,,6399.61,2845.75,,107.04
30/05/2000,0.5752,263.512,75.5549,0.9301,1.4966,,107.8102,,988.56,,1966.59,6489.44,2911.93,,106.55
31/05/2000,0.5725,254.102,75.375,0.938,1.5014,,107.9435,102.6772,993.06,,1964.4,6545.85,2911.83,,107.66
01/06/2000,0.5721,261.667,75.5517,0.9312,1.4944,,108.2905,,997.54,,2003.45,6639.38,2962.74,,108.52
02/06/2000,0.5798,263.446,77.9779,0.9463,1.5098,,108.5682,,999.88,,2042.79,6832.03,3034.1,,108.03
05/06/2000,0.582,258.651,79.113,0.9479,1.5196,,108.6231,,1002.27,,2029.5,6772.2,2999.32,,107.33
06/06/2000,0.5887,259.755,80.114,0.9548,1.5284,,108.4529,,1001.8,,2015.98,6704.57,2999.36,,105.8
07/06/2000,0.5937,264.529,79.6328,0.9622,1.5224,,108.503,,1002.81,,2034.91,6637.22,2979.69,,105.32
08/06/2000,0.5887,260.806,78.7671,0.956,1.5108,,107.9831,,1003.5,,2021.56,6655.31,2976.37,,105.84
09/06/2000,0.5881,263.263,78.67,0.9536,1.5096,,108.2508,,1003.16,,2015.03,6663.15,2952.19,,106.91
12/06/2000,0.5918,274.501,79.4499,0.9538,1.5131,,108.3061,,1005.08,,1999.92,6665.26,2947.23,,106.85
13/06/2000,0.5963,280.151,79.188,0.9596,1.5068,,108.5076,,1002.97,,2032.58,6679.94,2954.67,,106.93
14/06/2000,0.5995,275.46,80.8774,0.9579,1.499,,108.3224,,1006.09,,2034.19,6776.43,2995.54,,106.63
15/06/2000,0.6028,274.731,80.3132,0.9547,1.5121,,108.4274,,1005.68,,2045.52,6725.08,2974.7,,106.46
16/06/2000,0.6063,265.008,80.0787,0.965,1.5153,,108.7514,,1009.17,,2026,6653.38,2990.83,,106.41
19/06/2000,0.6011,261.558,79.2376,0.9567,1.5116,,108.7006,,1008.44,,2055.84,6645.99,2974.82,,105.91
20/06/2000,0.6028,270.986,79.2777,0.9548,1.5186,,108.6535,,1007.6,,2041.94,6696.8,2991.65,,105.53
21/06/2000,0.6023,273.933,79.2903,0.9442,1.4986,,108.2396,,1003.8,,2046.35,6622.64,2969.11,,105.55
22/06/2000,0.5966,281.72,79.0552,0.9355,1.5126,,108.1022,,1003.44,,2009.13,6597.47,2939.8,,104.57
23/06/2000,0.5946,284.766,78.4072,0.9359,1.5011,,107.9512,,1000.52,,1994.33,6608.38,2929.57,,104.75
26/06/2000,0.5971,278.705,78.6374,0.9369,1.4969,,108.1047,,1004.48,,2013.47,6601.84,2935.84,,105.66
27/06/2000,0.6015,283.303,79.2007,0.9459,1.5073,,108.1145,,1005.67,,2006.88,6569.23,2922.16,,105.36
28/06/2000,0.6022,281.991,81.0866,0.9401,1.5131,,108.1196,,1004.75,,2013.08,6593.99,2893.84,,105.57
29/06/2000,0.6008,287.85,80.1076,0.952,1.5188,,108.3389,,1009.7,,1995.89,6382.72,2859.67,,105.32
30/06/2000,0.5974,284.892,80.3408,0.9525,1.5141,,108.31,103.0642,1009.8,,2012.83,6488.3,2893.46,,106.12
03/07/2000,0.5983,284.892,,0.9502,1.5135,99.9481,108.1205,,1012.48,,2033.58,6542.06,2966.24,,105.69
04/07/2000,0.5983,,,0.9513,1.5152,,108.1355,,,,,6540.63,2941.74,,106.1
05/07/2000,0.5895,273.97,78.6959,0.9525,1.5074,99.9497,108.3322,,1013.44,,2001.71,6516.4,2925.91,,106.96
06/07/2000,0.59,274.597,78.5156,0.9507,1.5073,100.1021,107.9989,,1010.77,,2016.41,6498.91,2942.94,,107.44
07/07/2000,0.5919,274.836,78.5284,0.9484,1.5139,99.995,108.2377,,1013.38,,2047.19,6624.13,2978.67,,107.91
10/07/2000,0.5927,271.962,78.6496,0.9553,1.513,99.9438,108.165,,1012.97,,2042.65,6640.02,2964.32,,107.01
11/07/2000,0.5877,273.464,78.221,0.9527,1.5172,99.8768,108.329,,1012.77,,2049.99,6598.85,2968.72,,107.12
12/07/2000,0.5888,277.593,77.706,0.9424,1.5064,99.8064,108.1935,,1012.27,,2066.79,6621.32,2988.28,,108.09
13/07/2000,0.5848,283.03,77.5819,0.9372,1.5034,100.2443,108.2697,,1016.62,,2070.86,6685.96,2968.67,,108.13
14/07/2000,0.5844,284.385,77.8675,0.9385,1.5006,100.2242,108.033,,1011.85,,2090.44,6711.84,2968.5,,107.72
17/07/2000,0.5878,278.403,78.5742,0.9366,1.4948,100.2745,108.0188,,1009.4,,2091.14,6758.69,2992.46,,108
18/07/2000,0.5814,284.973,78.2896,0.9248,1.4977,100.3519,108.0185,,1009.76,,2067.97,6705.39,2958.11,,108.14
19/07/2000,0.5766,282.41,77.3555,0.9246,1.4982,100.2728,108.1479,,1009.76,,2051.76,6679.92,2964.95,,108.29
20/07/2000,0.5838,278.04,77.5579,0.9331,1.5116,100.29,108.3346,,1017.91,,2070.61,6707.66,2966.58,,107.67
21/07/2000,0.5856,275.275,77.625,0.9369,1.517,100.2999,108.3728,,1018.93,,2049.31,6608.63,2925.04,,108.92
24/07/2000,0.5856,268.081,77.3389,0.9337,1.5153,100.2581,108.4452,,1017.91,,2027.41,6611.29,2926.36,,108.78
25/07/2000,0.5854,268.729,77.352,0.9385,1.5166,100.1298,108.6236,,1018.65,,2041.51,6579.59,2930.69,,109.12
26/07/2000,0.5911,269.076,77.4733,0.9428,1.5155,100.2062,108.8793,,1018.49,,2011.01,6592.21,2929.01,,109.19
27/07/2000,0.5883,271.132,77.1883,0.9317,1.5141,100.3686,108.8732,,1020.88,,2007.29,6433.9,2912.98,,109.16
28/07/2000,0.588,272.585,77.0387,0.923,1.5027,100.4927,108.768,,1019.98,,1966.2,6388.99,2905.44,,109.59
31/07/2000,0.5808,267.293,76.8065,0.9266,1.4997,100.5378,108.7419,103.1657,1020.2,,1981.36,6466.42,2919.9,,109.43
01/08/2000,0.5796,267.439,76.8196,0.9147,1.492,100.5068,109.0638,,1022.52,,1991.43,6442.98,2926.36,,109.33
02/08/2000,0.5842,271.006,76.7242,0.9136,1.4957,100.533,108.9668,,1023.47,,1992.41,6427.37,2931.83,,108.99
03/08/2000,0.5858,272.763,75.842,0.9061,1.4977,100.5405,108.9162,,1025.08,,2011.8,6306.14,2897.82,,108.33
04/08/2000,0.5866,281.365,75.6107,0.9083,1.5065,100.5963,108.8881,,1027.41,,2026.4,6376.35,2919.09,,108.65
07/08/2000,0.587,277.381,75.7851,0.9071,1.5136,100.5793,109.1097,,1025.75,,2049.14,6425.54,2934.04,,109.1
08/08/2000,0.5836,278.033,75.6894,0.9022,1.505,100.5016,109.0291,,1027.74,,2054.11,6447.15,2920.42,,108.62
09/08/2000,0.5793,285.334,75.3221,0.9006,1.502,100.2976,109.0965,,1028.29,,2040.55,6513.58,2946.07,,107.82
10/08/2000,0.5828,291.528,75.4164,0.9083,1.4976,100.1855,109.2441,,1030.13,,2023.33,6543.8,2933.81,,108.66
11/08/2000,0.5783,289.663,76.1628,0.9026,1.5015,100.3296,109.1711,,1027.58,,2039.51,6540.81,2932.52,,108.53
14/08/2000,0.5827,292.432,76.0116,0.9056,1.5055,100.3253,109.1098,,1029.33,,2066.9,6590.63,2957.62,,109.43
15/08/2000,0.5827,292.986,76.0246,0.9135,1.5043,100.1927,108.8768,,1028.05,,2057.03,6571.12,2983.23,,109.02
16/08/2000,0.5914,293.44,76.7717,0.9161,1.5005,100.0976,108.8528,,1026.86,,2050.93,6597.1,3009.27,,108.54
17/08/2000,0.5927,297.928,76.8663,0.9162,1.4977,100.1757,108.8727,,1028.11,,2073.44,6557.13,3002.88,,108.53
18/08/2000,0.5908,301.308,76.6346,0.9064,1.4895,100.0674,108.8618,,1029.99,,2067.48,6543.8,3014.62,,108.41
21/08/2000,0.5878,303.783,76.2114,0.9017,1.4872,100.0145,108.7074,,1029.51,,2078.25,6524.52,3014.26,,108.7
22/08/2000,0.5797,297.778,75.7617,0.8964,1.4816,99.8739,108.8343,,1030.19,,2076.38,6519.44,3033.91,,108.32
23/08/2000,0.5718,306.916,75.0669,0.9017,1.4873,99.6424,108.9364,,1032.91,,2087.4,6517.83,3025.34,,106.96
24/08/2000,0.5728,302.323,75.5698,0.9021,1.4813,99.7229,108.9567,,1033.88,,2090.66,6472.16,3021.11,,106.85
25/08/2000,0.5743,303.89,75.8823,0.9021,1.4692,99.5179,108.9048,,1033.96,,2088.1,6537.42,3024.18,,106.86
28/08/2000,0.5724,304.046,75.894,0.9002,1.4692,99.4591,108.9509,,1031.65,,2098.72,6574.87,3024.18,,106.53
29/08/2000,0.5698,311.78,75.6345,0.8921,1.4561,99.3902,108.7103,,1029.97,,2092.99,6555.61,3034.92,,106.05
30/08/2000,0.5765,318.203,75.8383,0.894,1.4598,99.4798,108.7249,,1030.79,,2083.48,6527.78,3048.22,,106.44
31/08/2000,0.5764,315.831,76.9145,0.8878,1.4473,99.4788,108.772,102.9688,1035.18,,2104.43,6538.16,3074.73,,106.67
01/09/2000,0.5765,317.807,76.6006,0.8997,1.4642,99.1378,109.3544,,1037.33,,2108.76,6694.21,3131.11,,106
04/09/2000,0.5747,,,0.8978,1.458,99.2746,109.3504,,,,,6812.96,3134.2,,105.87
05/09/2000,0.5692,326.926,76.326,0.8903,1.4548,99.1584,109.2513,,1038.19,,2089.77,6729.65,3113.19,,105.84
06/09/2000,0.5635,337.508,75.8478,0.8702,1.4367,99.0569,109.0706,,1036.02,,2069.4,6694.97,3086.56,,105.89
07/09/2000,0.5595,342.627,75.8061,0.8713,1.438,99.2142,109.0494,,1034.79,,2083.68,6732.64,3084.01,,105.17
08/09/2000,0.556,325.574,75.5733,0.8672,1.4151,99.6093,108.9532,,1036.47,,2072.58,6606.28,3043.23,,106.12
11/09/2000,0.561,340.367,75.6118,0.8577,1.4024,99.7117,109.0396,,1034.92,,2065.34,6612.61,3034.89,,106.12
12/09/2000,0.5581,331.628,75.5697,0.864,1.4066,99.7426,108.9887,,1034.41,,2055.26,6598.09,3022.7,,106.83
13/09/2000,0.5538,325.83,75.555,0.8594,1.4094,99.6513,109.0639,,1036.65,,2059.77,6510.69,2987.05,,107.09
14/09/2000,0.5502,328.567,75.4309,0.8644,1.4074,99.5377,109.1029,,1033.46,,2054.21,6575.65,3022.69,,107.58
15/09/2000,0.5443,342.112,75.3888,0.8543,1.3977,99.5446,109.0183,,1030.96,,2033.32,6568.73,2958.97,,107.12
18/09/2000,0.5416,347.198,75.1804,0.8537,1.4063,99.6658,108.8995,,1030.02,,2003.81,6480.66,2956.55,,106.9
19/09/2000,0.5453,340.35,75.3297,0.8509,1.4091,99.7557,109.0462,,1031.04,,2025.17,6465.14,2953.48,,106.99
20/09/2000,0.5389,339.151,74.549,0.8493,1.4105,99.6655,109.0548,,1028.92,,2013.34,6382.07,2896.46,,106.53
21/09/2000,0.5455,332.717,74.8351,0.8599,1.4375,99.5829,109.2341,,1030.93,,2010.21,6242.66,2859.24,,106.63
22/09/2000,0.5443,321.989,75.2853,0.8766,1.4537,99.7967,109.4614,,1032.08,,2009.76,6248.12,2862.35,,107.92
25/09/2000,0.5484,316.182,75.9251,0.8745,1.4526,99.7562,109.2302,,1032.95,,1996.32,6297.28,2887.03,,107.77
26/09/2000,0.5495,319.273,75.9379,0.8828,1.4638,99.5825,109.3827,,1035.37,,1979.92,6234.86,2866.77,,107.59
27/09/2000,0.5505,319.013,77.1282,0.8834,1.4645,99.6692,109.268,,1034.08,,1979.31,6253.79,2892.67,,107.32
28/09/2000,0.5438,308.272,76.4016,0.8791,1.4623,99.6904,109.382,,1034.56,,2023.33,6233.85,2890.23,,107.63
29/09/2000,0.5428,312.412,75.8666,0.8828,1.4754,99.8307,109.5812,103.8782,1036,,1993.33,6209.96,2904.16,,108.14
02/10/2000,0.5461,322.005,75.7405,0.8773,1.4662,99.8957,109.5866,,1034.41,,1992.94,6268.97,2900.09,,108.83
03/10/2000,0.5406,324.367,75.3422,0.8757,1.4596,99.9627,109.5772,,1033.18,,1979.44,6321.5,2928.04,,108.87
04/10/2000,0.5375,319.177,74.9163,0.8746,1.4597,99.9872,109.5507,,1032.54,,1990.62,6265.85,2923.38,,109.28
05/10/2000,0.5298,315.139,74.9839,0.8691,1.4439,100.0691,109.439,,1034.95,,1993.7,6313.65,2945.09,,109.11
06/10/2000,0.5338,316.872,74.6401,0.8684,1.4459,100.0315,109.5634,,1037.58,,1955.82,6264.53,2949.36,,108.81
09/10/2000,0.5373,324.276,74.8976,0.8687,1.4487,100.0518,109.8005,,,,1946.16,6120.59,2892.03,,108.85
10/10/2000,0.5343,337.352,75.5142,0.8716,1.4546,99.9887,109.7783,,1039.61,,1925.41,6149.96,2884.11,,107.75
11/10/2000,0.5329,336.779,74.9506,0.8683,1.4628,100.0248,110.0599,,1040.51,,1894.37,5993.46,2824.07,,107.77
12/10/2000,0.5306,357.951,76.5557,0.863,1.4714,99.9149,110.0559,,1043.2,,1846.08,5999.01,2830.68,,107.7
13/10/2000,0.5285,337.63,75.4703,0.856,1.4498,99.9651,109.9922,,1043.52,,1907.71,6043.07,2866.52,,107.83
16/10/2000,0.5224,322.775,75.2617,0.8498,1.4477,99.9246,109.9721,,1042.79,,1908.34,6056.21,2902.14,,108.05
17/10/2000,0.521,325.143,75.1371,0.8543,1.4503,100.0176,109.9493,,1046.93,,1874.12,6015.5,2864.06,,108.02
18/10/2000,0.5215,324.042,74.93,0.8389,1.4436,100.1818,109.9782,,1047.01,,1863.35,5886.54,2838.66,,107.7
19/10/2000,0.5215,319.785,74.8603,0.8436,1.4464,100.1601,109.9829,,1047.67,,1928.1,6111.45,2871.3,,108.45
20/10/2000,0.5291,328.149,75.148,0.8421,1.4512,100.1125,109.9674,,1049.36,,1939.44,6177.97,2897.78,,108.85
23/10/2000,0.5262,331.789,74.8289,0.8354,1.4537,100.0383,109.9993,,1052.73,,1937.86,6199.67,2916.16,,108.24
24/10/2000,0.5242,326.899,74.8693,0.8359,1.45,99.9931,110.041,,1050.83,,1941.13,6356.79,2972.71,,107.75
25/10/2000,0.5202,325.376,73.7266,0.8272,1.432,100.0659,109.7797,,1048.26,,1895.03,6288.62,2940.13,,108.22
26/10/2000,0.5217,330.17,73.3815,0.8303,1.4364,100.1003,109.9315,,1048.88,,1894.42,6224.54,2909.89,,108.34
